REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
62893,"JOHN WEISS & SON,LIMITED",2019,"manufacture of computer, electronic and optical products",3.679840098,3.18489754,3.373942441,157.57817880000005,27.65935112,13.76363697,65.81160414,1491890.6469999999,10.948844099999999,7.800444077000001,1.039632022,18.35857047,28.20183323,2.615413809175045,144636.0,3.4774374569321984,3,47,3,Reasonable_performance,5,2,3,3,3,5,3,2,3,3,4,4,4,3,3
103897,HERBERT RETAIL LIMITED,2019,"manufacture of computer, electronic and optical products",3.14670325,2.04033264,2.3307354119999997,-995.3867027999999,-6.459812428999999,64.46883306,72.66826717,9813999.259,5.561448704,3.2167586989999997,-6.526458616,30.55817543,-49.79647218,-16.48032564450475,650000.0,1.7357351208758107,3,35,1,Need_more_analysis,4,2,0,0,5,5,5,2,3,0,5,0,0,4,2
138853,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,2019,"manufacture of computer, electronic and optical products",19.31034483,4.680863365,0.910994764,3.797332762,75.99413896,52.84109195,102.7873563,24288999.41,17.3374613,13.67577028,0.27791762600000003,17.66666667,17.995822399999994,0.3158909538857051,3571000.0,4.1881478148177935,5,52,4,Better_returns,5,1,2,5,5,5,5,3,4,2,4,3,3,5,4
158956,VOLEX PLC,2019,"manufacture of computer, electronic and optical products",3.1268140069999997,1.815754724,5.47582188,7.494292692,64.73403449999999,44.98740943,69.94564691,118799873.7,9.383442876,5.612719911,0.720306447,13.20114807,10.06070142,1.0534125702605492,12810241.9,3.061842899638876,3,53,4,Better_returns,4,3,2,5,4,5,6,2,3,3,4,3,4,5,3
162480,WELWYN COMPONENTS LIMITED,2019,"manufacture of computer, electronic and optical products",13.45442739,3.1944712930000003,2.44181642,0.027449904,76.746799,22.60881329,31.64180451,33049999.18,22.74362727,17.28941635,0.315551896,15.28526849,22.74987038,0.31993449916579125,8769000.0,4.684815748655339,5,50,4,Better_returns,5,2,1,5,3,3,5,3,5,2,4,4,3,5,4
173103,HARRIS SYSTEMS LIMITED,2019,"manufacture of computer, electronic and optical products",15.40888985,0.639905948,-0.435419847,4.153053773,17.90195451,33.60961269,50.74913691,151316000.0,10.54156287,1.96551997,4.544451705,9.089437911000001,10.97935965,4.585982242379981,2978000.0,-0.034839111140103816,5,46,3,Reasonable_performance,2,0,2,3,4,4,6,2,3,4,3,3,5,5,0
256314,MULTITONE ELECTRONICS P L C,2019,"manufacture of computer, electronic and optical products",11.55878002,1.720641611,2.306580016,14.92472746,56.66241788,17.63682468,40.3898711,14695999.76,12.35413687,7.5192448679999995,0.73896868,14.63689512,14.19795812,1.013225424397947,1783000.0,1.953537915726856,5,47,3,Reasonable_performance,4,2,2,4,3,3,5,2,3,3,4,3,4,5,2
293260,SCHNEIDER ELECTRIC SYSTEMS UK LIMITED,2019,"manufacture of computer, electronic and optical products",13.35198657,0.979826946,-27.61124845,82.46609466,19.72825642,17.94157806,122.4210409,78587999.97,19.74773224,5.402492483,3.699880063,4.72299944,27.51637605,4.195659369237316,1498000.0,0.63895872735573,5,48,3,Reasonable_performance,2,0,3,3,3,5,5,3,3,4,3,4,5,5,2
317241,AEROFLEX LIMITED,2019,"manufacture of computer, electronic and optical products",20.63847208,2.329510894,3.93879847,0.268137829,61.99201360000001,24.69080852,47.94812533,93445999.65,66.63080564,41.2188629,0.618165567,6.750799756,66.80946804,0.6256872185121913,46130000.0,5.459395867457292,5,48,3,Reasonable_performance,4,3,1,4,3,4,6,4,5,2,3,5,3,1,5
361699,STANHOPE-SETA LIMITED,2019,"manufacture of computer, electronic and optical products",6.423956088,3.9496633180000003,1.68644809,0.0,76.98498021,26.8865022,50.17912085,11223776.8,9.553298306,7.35460481,0.29895467600000003,24.08850185,9.553298306,0.29895467568098416,1022209.0,4.3009161456550284,4,48,3,Reasonable_performance,5,2,0,5,4,4,5,2,3,2,5,3,3,5,4
376071,OXLEY DEVELOPMENTS COMPANY LIMITED,2019,"manufacture of computer, electronic and optical products",5.54645546,1.4020174630000002,4.9748088,6.332592178,44.77128689,44.03208591,48.77279854,8063816.28,14.08317173,6.2051600460000005,1.349988393,36.00283823,14.97500157,1.7230075563189993,1057710.0,2.1676054358179897,4,50,4,Better_returns,3,3,2,4,4,4,5,2,3,3,5,3,4,5,2
377015,RADIALL LTD,2019,"manufacture of computer, electronic and optical products",17.68469668,11.56297332,0.8792009470000001,0.0,91.37668174,3.6854286519999997,423.2246578,835182.0,15.49926049,14.16270993,0.09437110300000001,0.0,15.49926049,0.09437110320210304,118542.0,8.87385190305759,5,32,1,Need_more_analysis,5,1,0,5,2,1,3,2,4,1,0,3,2,3,5
379908,ZYTRONIC DISPLAYS LIMITED,2019,"manufacture of computer, electronic and optical products",14.4896538,4.542513863,2.6224889119999997,3.314447592,87.94950585,15.48671906,70.49815957,9829998.598,26.62462298,22.22815719,0.20434372,15.09152407,27.50708215,0.26401427671635525,3505000.0,5.171533026943262,5,53,4,Better_returns,5,2,2,5,3,5,5,3,5,2,4,4,3,5,5
414668,JAMES H.HEAL AND COMPANY LIMITED,2019,"manufacture of computer, electronic and optical products",22.52939485,9.108070989,1.089673084,1.375151917,88.74382296,31.727150399999996,40.77973933,14404221.27,22.2047697,19.97634017,0.11308747300000001,19.58934769,22.51011901,0.12683899190564682,3276972.0,7.516400227849372,5,49,3,Reasonable_performance,5,1,2,5,4,3,5,3,5,1,4,4,2,5,5
415416,ROTA ENGINEERING LIMITED,2019,"manufacture of computer, electronic and optical products",11.42580558,5.8141896179999994,1.527142085,1.5507298790000001,83.64314928,23.42193626,53.43911669,7747051.632,14.89631505,12.6525936,0.18008288100000006,18.60297037,15.12731665,0.19559702669618328,290762.0,5.306114179974122,5,47,3,Reasonable_performance,5,2,2,5,3,4,5,2,4,1,4,3,3,4,5
432014,TELEDYNE UK LIMITED,2019,"manufacture of computer, electronic and optical products",20.42581068,1.892999801,3.0896431680000003,3.822892833,58.27387387,31.89715034,44.677530299999994,104733999.6,37.14292521,22.38768462,0.6842743179999999,12.75466754,38.56285944,0.7272070905741174,35670000.0,3.3096816736495334,5,49,3,Reasonable_performance,4,2,2,4,4,4,6,3,5,3,4,4,3,1,3
469940,CENTRONIC LIMITED,2019,"manufacture of computer, electronic and optical products",-3.65964879,6.556309487,1.060372737,2.042029745,84.48965072,34.95648524,72.68721698,7298980.797999999,-3.447545368,-2.972299671,0.163156616,20.39491678,-3.51794527,0.18357691330280487,10416.0,4.957238331368824,0,37,2,Moderate,5,1,2,5,4,5,5,0,0,1,4,0,2,3,5
480992,SMITHS DETECTION-WATFORD LIMITED,2019,"manufacture of computer, electronic and optical products",-0.233360503,0.597074468,-2.842123635,-12.1046892,-36.26375516,21.20856176,98.65812128,46695999.85,1.127413961,-0.35025976200000003,-3.708121948,13.51257802,0.990944005,-3.5733374629441177,2686000.0,0.8286875341215132,0,27,1,Need_more_analysis,2,0,0,0,3,5,5,1,0,0,4,2,0,5,2
493531,ST.DAVIDS ASSEMBLIES LIMITED,2019,"manufacture of computer, electronic and optical products",-3.3870089880000003,0.7773568009999999,-11.97149177,22.98860969,29.06693153,11.4804646,47.54561093,988112.7031,-16.22518897,-5.800345235,2.210449526,11.13820999,-19.95513434,2.440335622989305,-37849.0,1.6290353650430571,0,28,1,Need_more_analysis,2,0,2,3,3,4,3,0,0,3,4,0,4,0,2
509831,HARWIN PLC,2019,"manufacture of computer, electronic and optical products",18.92342017,4.738068501,2.390011265,13.27173457,79.3306073,13.41953933,37.73528579999999,16876998.3,20.44613452,18.24019385,0.136000916,19.0522578,22.99263106,0.2605475163224008,7549000.0,4.721848510899251,5,50,4,Better_returns,5,2,2,5,3,3,5,3,5,1,4,4,3,5,4
513537,TEKTRONIX U.K.LIMITED,2019,"manufacture of computer, electronic and optical products",-2.568819394,2.065166976,3.31395602,326.54119449999996,19.63275771,19.66362263,51.12541883,8905000.0,-1.7604682580000002,-1.474247794,0.828115998,0.0,-7.509122335,4.093527943153448,206000.0,0.9150816211904544,0,35,1,Need_more_analysis,4,2,3,3,3,4,5,0,0,3,0,0,5,3,2
526832,GOOCH & HOUSEGO PLC,2019,"manufacture of computer, electronic and optical products",4.609201366000001,2.936663288,2.330668159,37.50432016,90.14819253,28.39262621,82.27219224,84014998.84,3.835941327,3.238778275,0.25352924,25.79743365,5.274585043,1.3075859526223614,12956000.0,1.7776022851701443,4,52,4,Better_returns,5,2,3,5,4,5,5,2,3,2,5,2,4,5,2
550926,TYCO ELECTRONICS UK LTD,2019,"manufacture of computer, electronic and optical products",9.308259399999999,10.18562283,0.71208491,12.07145982,82.99041064,24.23013060000001,14.78548056,319797999.2,4.57826593,4.25807745,0.084270734,11.77702249,5.13080658,0.2049584913560564,21036000.0,4.292154416199426,5,40,2,Moderate,5,1,2,5,3,2,1,2,3,1,4,2,3,6,4
558526,VARIAN MEDICAL SYSTEMS UK LIMITED,2019,"manufacture of computer, electronic and optical products",8.869358464,1.256369929,12.09866764,15.154547699999998,27.08685795,12.58186609,63.70560859,55858348.57,60.68727441,18.92942217,2.540281761,13.74642795,69.88415636,2.6918272384247786,11936277.0,2.9698719243626406,5,56,4,Better_returns,3,4,2,3,3,4,5,4,5,4,4,5,5,5,3
574102,TEXAS INSTRUMENTS LIMITED,2019,"manufacture of computer, electronic and optical products",-53.14273243,3.324174981,0.30260203399999996,-423.9719949,-25.75884579,1.19489306,0.0,21657000.0,-7.411578499,-6.185069471,-0.642441574,0.0,24.01143871,-4.882161522532295,-2654000.0,0.1395837393866224,0,17,1,Need_more_analysis,5,1,0,0,2,0,5,0,0,0,0,4,0,0,2
575679,XCEL POWER SYSTEMS LTD.,2019,"manufacture of computer, electronic and optical products",-1251.484309,27.05430242,0.264629493,-111.39779080000001,-844.9333004000001,0.0,109.5044226,161920.0,-331.1796582,-318.9383646,-0.0043746290000000005,0.0,37.74716471,-1.1183525373579433,-516425.0,-14.118662236935297,0,13,1,Need_more_analysis,1,1,0,0,0,5,2,0,0,0,0,4,0,0,0
599506,VISION ENGINEERING LIMITED,2019,"manufacture of computer, electronic and optical products",9.134769376,3.0396129289999996,2.083590936,0.31171165100000003,83.85387566,14.37874833,48.18767715,17283842.8,7.330999478,6.166489122000001,0.189433606,28.29419533,7.353851057999999,0.1925507225209952,2975881.0,4.521042074181591,5,48,3,Reasonable_performance,5,2,1,5,3,4,5,2,3,2,5,3,3,5,4
603500,SOUTH MIDLANDS COMMUNICATIONS LIMITED,2019,"manufacture of computer, electronic and optical products",-0.147472488,6.952886782999999,0.931529046,0.0,89.50680593,35.12060957,94.00229494,6015285.745,-0.095870872,-0.085810955,0.11723347699999999,76.72788251,-0.095870872,0.1172334769431569,64074.0,6.4722702433916135,0,36,1,Need_more_analysis,5,1,0,5,4,5,4,0,0,1,6,0,2,3,5
616524,INFINEON TECHNOLOGIES REIGATE LIMITED,2019,"manufacture of computer, electronic and optical products",187.7656817,25.86523438,0.30303982399999996,0.444954787,96.04356217,10.312338,22.51684811,13243000.0,51.75764504,49.93107251,0.036744652999999995,0.0,51.98794316,0.0411942012343907,8189000.0,18.390461453923294,1,45,2,Moderate,6,1,1,5,2,3,5,4,5,1,0,5,2,5,6
620074,DUCKWORTH AND KENT LIMITED,2019,"manufacture of computer, electronic and optical products",4.581589162,1.3543319569999999,8.786976292,0.0,77.79704854,17.74473034,26.2724249,2365398.366,4.071116302,3.1672083260000004,0.285395807,20.34878343,4.071116302,0.28539580719516344,573656.0,3.1661244829284056,4,40,2,Moderate,3,3,0,5,3,3,3,2,3,2,4,2,3,4,3
630998,NDC TECHNOLOGIES LIMITED,2019,"manufacture of computer, electronic and optical products",10.69576279,2.290987124,3.3972739360000004,5.550022635,64.92475899,10.87011123,63.12522426,16013999.79,28.12660834,17.58365508,0.63286555,4.801513521,29.68764147,0.8080561164842173,3162000.0,3.7334402130799935,5,50,4,Better_returns,4,2,2,5,3,4,5,3,5,2,3,4,3,5,4
634143,TDK-LAMBDA UK LIMITED,2019,"manufacture of computer, electronic and optical products",10.97749364,2.693147039,3.3069003460000004,4.0566226489999995,70.59820609,42.05432897,20.27247665,20238999.19,22.20352834,16.31118017,0.37590036,14.50911424,23.1042417,0.41646658663465386,5589000.0,4.222093390824366,5,52,4,Better_returns,5,2,2,5,4,3,5,3,5,2,4,4,3,5,4
658133,GRANT INSTRUMENTS (CAMBRIDGE) LIMITED,2019,"manufacture of computer, electronic and optical products",2.817516654,2.55178416,5.135726303999999,-180.03577019999997,-97.68508408,16.62171017,46.51687234,2931999.0489999996,7.489114659,5.616020897,-0.256874581,11.93622365,-5.767940979,-2.020276292335116,426000.0,2.535842873439776,3,30,1,Need_more_analysis,4,3,0,0,3,4,3,2,3,0,4,0,0,4,3
668759,SENS-TECH LIMITED,2019,"manufacture of computer, electronic and optical products",55.22244806,9.051806704,0.9576642340000001,0.0,89.83088366,28.85049684,63.24441057,20791999.0,48.20363708,43.30175314,0.11320289800000001,12.90650407,48.20363708,0.11320289783647924,9774000.0,8.991207581373416,6,50,4,Better_returns,5,1,0,5,4,4,5,4,5,1,4,5,2,5,5
703283,CAMBION ELECTRONICS LIMITED,2019,"manufacture of computer, electronic and optical products",12.83891419,5.396486996,1.5055639319999998,3.0661293460000003,82.93142716,35.19135575,40.09371935,4049280.3789999997,14.44235072,12.34448547,0.175154203,9.386048486,14.88517188,0.20581549628755397,716289.0,5.130382013495949,5,45,2,Moderate,5,2,2,5,4,3,4,2,4,1,3,3,3,4,5
704320,OXFORD INSTRUMENTS NANOTECHNOLOGY TOOLS LIMITED,2019,"manufacture of computer, electronic and optical products",8.753758544,1.157744072,13.30182376,21.49199856,40.42708435,34.69619428,45.42587779,81290999.48,26.68197617,10.87886226,1.689688365,24.64043548,31.03597642,2.9850352795223696,173229000.0,6.496760508974919,4,51,4,Better_returns,3,4,2,4,4,4,5,3,4,3,5,4,5,1,5
