REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
11785,BERTHON BOAT COMPANY LIMITED,2015,repair and installation of machinery and equipment,19.84452449,2.147080879,3.0587661980000003,32.8991313,69.09940621,9.453836888,52.34242618,11578605.96,9.111138984,8.056855879,0.173905691,1.041610568,12.10862456,0.5325643335888599,4137988.0,2.0150850303742525,5,45,3,Reasonable_performance,4,2,3,5,2,4,5,3,3,1,2,3,3,5,2
58613,STONE MARINE SHIPCARE LIMITED,2015,repair and installation of machinery and equipment,6.644941782999999,2.76907372,3.06384895,0.0,65.58893766,15.27134774,41.93750957,914145.765,18.89608986,12.3937446,0.52464735,4.33633294,18.89608986,0.5246473501198279,137948.0,3.902518410080312,4,43,2,Moderate,5,2,0,5,3,3,3,4,4,2,3,3,3,3,4
103287,A & P FALMOUTH LIMITED,2015,repair and installation of machinery and equipment,13.68441206,3.3798103530000003,2.114215942,390.60976150000016,15.21710558,48.90496015,35.59154248,23735454.97,23.37299587,17.4494853,1.665454344,0.530628353,114.67019930000001,5.571551958428135,5855523.0,2.9957581700590765,5,56,4,Better_returns,5,2,4,3,5,3,5,4,5,3,2,5,5,5,3
123550,GE ENERGY (UK) LIMITED,2015,repair and installation of machinery and equipment,3.575951725,1.363769576,1.68970292,1.824307145,26.40793648,2.7735975560000004,21.50897713,59563999.47,5.992883451,1.608174889,2.776252225,85.68501825,6.1022120520000005,2.8163356822549646,855000.0,1.0474282453978303,3,49,3,Reasonable_performance,3,2,3,3,2,3,5,3,3,4,6,3,5,4,2
124855,MPAC GROUP PLC,2015,repair and installation of machinery and equipment,2.298850575,2.028037383,3.954545455,66.93989071,54.62686567,24.33333333,51.60344828,43399999.29,3.305785124,2.4420024419999997,0.584699454,17.35632184,5.4644808739999995,2.087557603686636,3500000.0,1.8126919438177715,3,49,3,Reasonable_performance,4,3,4,4,3,4,5,2,3,2,4,2,4,5,2
176807,CARTER SYNERGY LIMITED,2015,repair and installation of machinery and equipment,3.920241075,1.472246596,7.9448213810000015,0.4640434470000001,38.84100662,40.77509588,87.43423341,19674652.92,22.98492896,8.96900562,1.569958133,2.0158700609999998,23.09158902,1.5745985671748115,2861465.0,3.4710696779144667,3,52,4,Better_returns,3,3,2,4,4,5,5,4,4,3,2,4,4,5,3
185924,JOHNSON & STARLEY LIMITED,2015,repair and installation of machinery and equipment,0.74145997,2.970232558,2.674457035,42.93577982,54.31378132,34.63456616,74.6495719,6385998.688999997,1.723430447,1.195899772,0.563564875,24.87421661,2.2018348619999997,0.8411533420707733,230000.0,2.5205543327919555,3,49,3,Reasonable_performance,5,2,4,4,4,5,4,2,3,2,5,2,4,3,3
221355,DRON & DICKSON LIMITED,2015,repair and installation of machinery and equipment,3.603472726,1.784084173,7.377484686,3.422255733,45.66033698,18.82821427,54.09752827,13222184.79,24.41342392,11.24413257,1.181393566,3.5537089410000005,24.62560136,1.1900845812225225,2238926.0,4.7596372141900245,3,52,4,Better_returns,4,3,3,4,3,4,5,4,4,3,2,4,4,5,4
229334,WILLIAM FREER LIMITED,2015,repair and installation of machinery and equipment,7.91642103,2.2961138180000003,5.271950713,6.638576082999999,76.95744853,33.02463549,20.53663316,3086550.77,11.82082008,9.7009129,0.233033618,3.3730978489999996,12.60555422,0.2994193792091887,838614.0,3.9749966934840213,4,46,3,Reasonable_performance,4,3,3,5,4,3,3,3,4,2,2,3,3,4,4
238721,TEAM INDUSTRIAL SERVICES (UK) LIMITED,2015,repair and installation of machinery and equipment,15.3507978,4.675352877,1.0385121529999999,37.59914533,58.68640043,18.93480566,59.44736094,47365999.63,13.96607298,11.27788122,0.327980835,9.625281232999999,19.21719706,0.7039722878694681,8262000.0,3.0746323403062297,5,49,3,Reasonable_performance,5,1,4,4,3,4,5,3,4,2,3,3,3,5,3
259162,CCI INTERNATIONAL LIMITED,2015,repair and installation of machinery and equipment,26.99724518,1.561996779,4.160458453,0.0,38.69693978,11.06060606,45.75068871,969999.9936,100.0,38.69693978,1.584183673,0.275482094,100.0,1.5841836734693877,409000.0,3.343186212093032,5,49,3,Reasonable_performance,4,3,0,4,3,4,3,5,5,3,2,5,4,4,3
261594,E.O. CULVERWELL LIMITED,2015,repair and installation of machinery and equipment,0.558614443,1.764063184,5.70063318,19.92807687,56.14831046,50.35811754,18.02117638,1965743.5,1.9002649980000001,1.066966691,0.78099749,34.44456669,1.9002649980000001,0.7809974901895921,45064.0,3.1346963075819803,3,46,3,Reasonable_performance,4,3,3,4,5,3,3,2,3,3,5,2,3,3,3
306444,"BRECKNELL, WILLIS & CO. LIMITED",2015,repair and installation of machinery and equipment,-5.27560583,1.230325653,7.367547416,400.0032773,7.776464762000001,20.99545958,184.22201769999998,40420696.85,-14.07173192,-5.471452235,7.859280945,9.132041194,-70.35912079,11.859313718337026,-1479640.0,1.0824045840337015,0,38,2,Moderate,3,3,4,2,3,6,5,0,0,4,3,0,5,0,2
309780,ROZONE LIMITED,2015,repair and installation of machinery and equipment,9.733010344,2.321490456,5.360250721,0.0,61.64615779,27.00794822,77.18795273,1914502.549,42.89426037,26.44266343,0.622161114,6.369084821,42.89426037,0.6221611141287947,656588.0,5.523131341152787,5,49,3,Reasonable_performance,4,3,0,4,4,5,3,5,5,2,3,4,3,4,5
331258,GORDIAN STRAPPING LIMITED,2015,repair and installation of machinery and equipment,4.592045048,1.6322058640000001,4.651999881,13.42111042,40.62570395,20.28323421,67.80611969,4696247.428,15.80427396,7.282313039,1.327284704,19.4534287,17.92538302,1.4614958085843293,604151.0,2.80572228678088,4,50,4,Better_returns,4,3,3,4,3,5,4,3,3,3,4,3,4,4,3
331680,F G ALDEN LIMITED,2015,repair and installation of machinery and equipment,1.184483094,1.999787966,6.17617883,7.5005429370000005,65.99810474,38.45554023,31.756693199999997,5800346.9870000025,2.9949236139999997,2.1248480169999997,0.440189596,0.205766682,3.2195591460000004,0.5151950255290392,324276.0,3.404484961342673,3,44,3,Reasonable_performance,4,3,3,5,4,3,4,2,3,2,2,2,3,4,3
362699,BROWNINGS ELECTRIC COMPANY LIMITED,2015,repair and installation of machinery and equipment,10.19855243,3.415510875,2.542022864,184.8650503,26.91577598,24.58130808,98.12849015,4658264.728,19.656039899999996,14.96025629,0.8875751740000001,4.433502184,55.58173875,2.7152932203312616,1033285.0,3.0226664151027007,5,55,4,Better_returns,5,2,4,3,3,5,4,4,4,3,3,5,5,5,3
392399,SELO UK LTD,2015,repair and installation of machinery and equipment,5.091893306,2.548728266,2.279191349,0.9597007609999999,60.93505979,45.35108079,82.50608421,2632531.89,11.24234018,6.916271265,0.63149435,31.45291728,11.350233,0.6410913577408851,212025.0,3.2802292613972486,4,46,3,Reasonable_performance,4,2,2,4,4,5,3,3,3,2,5,3,3,3,3
395001,SAUNDERS' MOTOR WORKS LIMITED,2015,repair and installation of machinery and equipment,0.936500365,1.162718556,70.58776925,16.0327949,80.56867601,7.662203967999999,32.9711614,28860.88188,0.937121598,0.8620216509999999,0.099466642,1.028396655,1.069921579,0.2411771541688873,10520.0,3.538862956185647,3,37,2,Moderate,3,4,3,5,2,3,2,2,2,1,2,2,3,3,3
432769,KEARSLEY AIRWAYS LIMITED,2015,repair and installation of machinery and equipment,6.5164542999999995,6.167771045,0.9796716670000001,0.0,83.92189057,49.89562298,62.38543684,6925196.451,6.320550234,5.304325251,0.19158421399999997,30.58967452,6.320550234,0.1915842139128752,386694.0,5.1726470672435925,4,48,3,Reasonable_performance,5,1,0,5,5,4,5,3,3,2,5,3,3,4,5
