REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
13067,CENTURION SAFETY PRODUCTS LTD,2014,manufacture of rubber and plastic products,18.22896423,5.189969442,1.616811113,0.3468853120000001,83.6324852,17.10172617,63.32541281,10655764.28,23.65751987,19.85400436,0.19223876899999998,10.55742368,23.73958433,0.19570762197328567,2828391.0,5.5621504619138875,5,47,3,Reasonable_performance,5,2,2,5,2,4,5,3,4,2,3,3,2,5,5
30635,"ROBERTS,MART & CO.LIMITED",2014,manufacture of rubber and plastic products,5.470785527,1.155038275,14.47054318,6.2403571079999995,35.36214763,48.65495843,100.00495059999999,12799305.72,20.39606924,7.662573131,1.7654789730000002,12.35074953,21.6688568,1.8278825436013253,2494195.0,2.380839121299856,4,51,4,Better_returns,3,4,3,4,4,5,5,3,2,3,4,3,3,5,3
32965,AVON RUBBER P.L.C.,2014,manufacture of rubber and plastic products,13.26665545,1.322005066,14.64886124,81.21602175,45.86220804,51.93642360000001,56.03751433,34970999.51,36.51644497,23.06020673,1.057443236,10.32785966,66.17364886,6.014660493827161,21130000.0,3.1888434019208294,5,55,4,Better_returns,3,4,4,4,4,4,5,3,4,3,3,4,4,6,3
61652,ALBEA UK LIMITED,2014,manufacture of rubber and plastic products,8.018321711,2.0849429319999997,1.9654562009999998,0.0,62.69777914,52.80435398,28.95692339,37995999.89,10.17270086,6.378057517,0.594952826,5.2700651039999995,10.17270086,0.5949528255688682,5662000.0,2.75817096581964,4,40,2,Moderate,4,2,0,4,4,3,5,2,2,2,3,2,2,5,3
70808,DUBOIS LIMITED,2014,manufacture of rubber and plastic products,-2.70922395,2.6383817730000003,3.3989124619999997,9.960743261000001,69.15336446,26.93776391,87.72482887,18064999.15,-4.971126083,-3.739095812,0.35838785700000003,15.18004668,-5.406961527999999,0.4460612405129547,310000.0,3.1946347804184327,0,39,1,Need_more_analysis,4,2,3,5,3,5,5,0,0,2,4,0,2,4,3
84559,MICHELIN TYRE PUBLIC LIMITED COMPANY,2014,manufacture of rubber and plastic products,1.8003756690000001,1.4626937119999999,6.167369748,-985.778488,-6.171606787000001,9.854469632999999,26.83439261,433891999.6,4.308650946,2.3433679919999997,-7.406346749,12.87244976,-38.05053431,-16.665813740163184,54369000.0,1.8015458629597585,3,20,1,Need_more_analysis,3,3,0,0,1,3,1,2,2,0,4,0,0,1,2
108191,BRITISH POLYTHENE INDUSTRIES LIMITED,2014,manufacture of rubber and plastic products,4.448897796000001,1.493552169,11.85273159,333.3333333,15.6490093,47.3256513,34.45190381,127399999.1,13.44639612,8.865814696000001,2.204134367,15.29058116,57.36434109,5.946629213483146,41100000.0,2.88372497249559,4,47,3,Reasonable_performance,3,4,4,3,3,3,6,2,3,3,4,4,4,1,3
117971,FIBRAX LIMITED,2014,manufacture of rubber and plastic products,4.309206479,1.31684638,12.44679733,19.5742841,39.76681782,49.44721139,83.73199821,4667960.643,20.88354903,9.369631144,1.407355339,9.046432976,23.91704043,1.6138645486723402,1052589.0,3.373195938378076,4,50,4,Better_returns,3,4,3,4,4,5,4,3,3,3,3,3,3,5,3
126931,HUTCHINSON (U.K.) LIMITED,2014,manufacture of rubber and plastic products,35.01228501,18.28365385,0.452851182,-260.062333,-59.05863792,5.380835381,0.0,3803000.0,15.85535466,14.98816724,-0.09260908300000001,0.0,-25.37845058,-2.6932324131789853,654000.0,2.0656022307436066,5,21,1,Need_more_analysis,6,1,0,0,1,0,4,2,3,0,0,0,0,4,2
145824,S.MURRAY & COMPANY LIMITED,2014,manufacture of rubber and plastic products,0.552445114,1.114214467,22.78919984,79.97395038,44.2691515,65.61349325,73.04722938,2188080.429,0.821207021,0.522695069,0.82112235,21.94532362,1.180720776,1.2589093448291722,137370.0,1.5532205951375555,3,44,2,Moderate,3,4,4,4,4,5,3,1,1,3,5,1,3,3,2
