REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
11785,BERTHON BOAT COMPANY LIMITED,2013,repair and installation of machinery and equipment,18.49352337,1.6453439730000001,4.230884692,6.5546893729999995,63.03634926,21.23293231,77.30823691,8491175.832,36.36382285,21.13982297,0.767361477,6.147621987000001,38.74735848,1.1054184240745524,2852103.0,2.9604966016729524,5,53,4,Better_returns,4,3,2,4,2,5,5,4,5,3,3,4,4,5,3
58613,STONE MARINE SHIPCARE LIMITED,2013,repair and installation of machinery and equipment,10.35327317,1.996915391,3.3153956119999997,0.0,52.09423052,31.95211062,82.61924329,1116730.908,31.468027799999998,16.39302694,0.91959837,2.777352472,31.468027799999998,0.9195983700639015,207609.0,3.5931811264498132,5,46,3,Reasonable_performance,4,2,0,4,3,5,3,4,5,3,2,4,4,3,3
103287,A & P FALMOUTH LIMITED,2013,repair and installation of machinery and equipment,6.790445775,1.915827755,6.236472735,1163.7366,4.68669655,45.00294475,13.17340545,19017559.98,26.69900405,15.81315252,8.69962455,0.358566015,337.40508589999996,20.336990548906602,5326093.0,3.6759180454015885,4,52,4,Better_returns,4,3,3,2,3,2,5,4,5,4,2,5,5,5,4
123550,GE ENERGY (UK) LIMITED,2013,repair and installation of machinery and equipment,-123.71857659999998,2.07347006,0.47003759700000003,0.35817710700000005,52.096236299999994,7.7456741760000005,154.7943193,25173999.89,-57.55182626,-29.94468589,0.925240055,21.56382631,-57.75796373,0.9375384615384617,-7412000.0,0.11188761270323473,0,33,2,Moderate,4,1,1,4,1,5,5,0,0,3,5,0,4,0,2
124855,MPAC GROUP PLC,2013,repair and installation of machinery and equipment,3.6121672999999994,1.789473684,4.125490196,38.02469136,55.47945205,102.35266159999999,84.3108365,57799999.43,6.797853309,4.308390023,0.7975308640000001,17.58555133,9.382716048999999,1.8853754940711465,6400000.0,2.1235451161596712,3,53,4,Better_returns,4,3,3,4,4,5,5,3,3,3,4,3,4,5,2
176807,CARTER SYNERGY LIMITED,2013,repair and installation of machinery and equipment,2.303306889,1.401987385,8.908719963,0.534382653,36.83641308,53.93612991,99.80152347,17714247.93,14.02486837,5.193866036,1.709361315,1.93559487,14.09981483,1.7147051418569486,1734582.0,3.14937328919448,3,48,4,Better_returns,3,3,1,4,4,5,5,3,3,3,2,3,4,5,3
185924,JOHNSON & STARLEY LIMITED,2013,repair and installation of machinery and equipment,5.08541915,7.2897033160000015,1.396781354,21.98992828,71.69584245,26.93633294,47.09326579,8353997.632,6.4048036029999995,5.601750547000001,0.17488173399999998,26.95669448,7.813215321,0.3947810163283992,438000.0,3.7823813411443687,4,47,3,Reasonable_performance,5,1,2,5,3,4,5,3,3,1,5,3,3,4,4
221355,DRON & DICKSON LIMITED,2013,repair and installation of machinery and equipment,4.5724058460000006,1.63589997,9.664799768,0.0,39.78076885,21.19037877,46.23705154,10617901.81,42.53911694,16.92238778,1.513777458,3.0370898060000004,42.53911694,1.5137774578930772,2330662.0,5.364217513808325,4,50,4,Better_returns,4,3,0,4,2,4,5,5,5,3,2,4,4,5,5
229334,WILLIAM FREER LIMITED,2013,repair and installation of machinery and equipment,-4.902047686,1.6820986390000001,7.895904377999999,10.13685209,76.27612089,30.24093472,89.62481121,2706055.798,-8.134794317,-6.218690876,0.308804611,3.748754374,-8.152867245,0.3110262927852339,-229664.0,3.1958350694225626,0,32,1,Need_more_analysis,4,3,2,5,3,5,3,0,0,2,2,0,3,0,3
238721,TEAM INDUSTRIAL SERVICES (UK) LIMITED,2013,repair and installation of machinery and equipment,11.13709844,3.169905443,1.4963971999999999,34.57300275,52.456647399999994,21.7270872,71.53367270000003,42574999.69,15.06466921,10.63452444,0.560606061,9.557221802,20.27297771,0.90633608815427,7084000.0,2.9991949474806754,5,51,4,Better_returns,5,2,3,4,2,5,5,3,4,2,3,4,4,5,3
