REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
107182,VINCENT TIMBER LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/10/2015,30/09/2016,2016,52,12,N,1,10756227.0,0.0,7457975.0,3298252.0,1803818.0,218852.0,70995.0,69058.0,149794.0,-45679.0,104115.0,0.0,104115.0,633533,0.0,633533.0,6105465.0,2005849.0,3654580.0,347605.0,97431.0,-41172.0,0.0,6738998.0,4478070.0,1525372.0,2026265,301660.0,624773.0,218878.0,222651.0,2248916,4700721.0,2038277,1627395.0,870000.0,2038277,1168274.0,0.0,2038277.0,7187.0,-298899,257727.0,0.0,2260928,51.0,1,1.392625872,1.363414373,6.6094752660000005,110.3341695,30.24599503,51.76171719,68.06614299,6105464.1839999985,6.625332607000001,2.222793359,2.196987946,33.97641199,7.349050202999999,2.3062228539104352,289847.0,2.293671955239524,0.2897869980077157,0.021629476667005983,0.1419343202060603,0.2601656639481475,1.580155496410594
132673,WOODLANDS HOME & GARDEN GROUP LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/12/2015,30/11/2016,2016,52,12,N,1,18178513.0,0.0,8645580.0,9532933.0,2709683.0,4402803.0,210601.0,25.0,4434812.0,-888306.0,3546506.0,0.0,3546506.0,1131038,6775.0,1137813.0,11610448.0,1408719.0,1639921.0,8437027.0,124781.0,2713963.0,0.0,12748261.0,2294342.0,600309.0,0,100.0,1693933.0,0.0,124629.0,124629,2418971.0,10329290,9316106.0,1675.0,10322515,10106599.0,0.0,10329290.0,3885855.0,2713963,0.0,0.0,10453919,99.0,1,24.39590081,5.060469625,1.951299502,1.206559212,81.06817368,12.0533943,28.28517575,11610447.29,42.4224829,34.78758397,0.22212001,9.02120542,42.93433527,0.2343393058765233,4613404.0,6.432713906271223,0.8769295827878014,0.3894733877820669,1.1942203881768658,2.5603899343977257,1.4117006131267629
158479,ROYAL BRITISH LEGION INDUSTRIES LTD.,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/04/2015,31/03/2016,2016,52,12,N,1,17410000.0,0.0,0.0,0.0,8242000.0,0.0,561000.0,0.0,1812000.0,0.0,1812000.0,0.0,1812000.0,18286000,0.0,18286000.0,7770000.0,966000.0,315000.0,5749000.0,740000.0,-1583000.0,0.0,26056000.0,2824000.0,1008000.0,0,0.0,1816000.0,0.0,2668000.0,2668000,5492000.0,20564000,4946000.0,0.0,20564000,17686000.0,0.0,20564000.0,1783000.0,1417000,-3000000.0,0.0,23232000,393.0,1,10.4078116,2.7514164310000004,3.520016175,12.97412955,78.92232115,21.13268237,20.25215393,7769999.887999998,7.799586777000001,6.954252379,0.137327368,1.809304997,8.811515269,0.2670686636841081,561000.0,3.304304382448381,0.2277863064169481,0.0973595333128646,0.07105081363217686,2.2466132556445744,0.6614944734418177
201929,HOWARTH TIMBER & BUILDING SUPPLIES LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/04/2015,31/03/2016,2016,52,12,N,1,78427000.0,0.0,0.0,0.0,11610000.0,2966000.0,1141000.0,38000.0,2999000.0,-631000.0,2368000.0,0.0,2368000.0,4352000,949000.0,5301000.0,22159000.0,8892000.0,8906000.0,1963000.0,2398000.0,0.0,0.0,27460000.0,14825000.0,9774000.0,0,3567000.0,1484000.0,696000.0,696000.0,696000,15521000.0,11939000,7334000.0,48000.0,10990000,11891000.0,0.0,11939000.0,0.0,0,0.0,4972000.0,12635000,421.0,1,3.823938185,1.49470489,10.69361876,5.829633972999999,45.03413677,45.48828847,41.38345213,22158999.4,23.73565493,10.92134013,1.241728788,11.35578308,25.11935673,1.4122838944494995,4107000.0,4.187109965456664,0.3204952658412236,0.12072833211944647,0.493557902403496,0.424843760067006,2.8274847050254914
254946,LBS BUILDERS MERCHANTS LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/01/2016,31/12/2016,2016,52,12,N,1,46682000.0,0.0,31326000.0,15356000.0,6118000.0,2071000.0,156000.0,8000.0,2066000.0,-451000.0,1615000.0,0.0,1615000.0,1215000,121000.0,1336000.0,13819000.0,5581000.0,5077000.0,2100000.0,1061000.0,0.0,0.0,15155000.0,6897000.0,4732000.0,40000,169000.0,1956000.0,0.0,13000.0,53000,6910000.0,8245000,6922000.0,2000.0,8124000,8242000.0,0.0,8245000.0,0.0,0,0.0,0.0,8258000,270.0,1,4.425688702,2.003624764,6.744004623,0.642813827,54.84235732,36.99884324,43.63705497,13818999.26,25.0181642,13.63246453,0.8365069740000001,10.87571227,25.05761067,0.8505662235352043,2227000.0,4.937130030686285,0.5480963378422963,0.1491916859122402,0.4849290663147477,0.7054124457308248,3.049500494886176
269521,WATFORD TIMBER COMPANY LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/02/2015,31/01/2016,2016,52,12,N,1,9625180.0,0.0,7583094.0,2042086.0,2296281.0,119924.0,0.0,0.0,123434.0,0.0,123434.0,0.0,123434.0,0,0.0,0.0,2484240.0,1092333.0,1087539.0,211765.0,92603.0,-324301.0,0.0,2484240.0,1748841.0,654320.0,0,818333.0,276188.0,0.0,0.0,0,1748841.0,735399,735399.0,13693.0,735399,714138.0,0.0,735399.0,-109322.0,-159997,-164304.0,0.0,735399,65.0,1,1.282407186,1.420506495,13.08837787,0.0,29.60257463,24.81271,41.42276248,2484239.378,16.78462984,4.968682575,2.37808455,11.29889519,16.78462984,2.378084550019785,119924.0,4.672152140592745,0.3552308955656458,0.069561556049335,0.1593039319872476,0.2523038972668184,3.8357518597236986
305654,MERRITT & FRYERS LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/10/2015,30/09/2016,2016,52,12,N,1,8182131.0,0.0,6479762.0,1702369.0,1304010.0,837484.0,103279.0,52584.0,784900.0,-164849.0,620051.0,384100.0,235951.0,2597613,0.0,2597613.0,3436884.0,963579.0,1603199.0,848170.0,21936.0,278308.0,0.0,6034497.0,2535796.0,733062.0,0,22974.0,1779760.0,46572.0,482572.0,482572,3018368.0,3016129,901088.0,500.0,3016129,1344171.0,1631458.0,3016129.0,953050.0,273189,5119.0,0.0,3498701,54.0,1,9.592855455,1.355347197,9.080279617999999,15.99971354,49.98144833,32.70146005,42.98468639,3436883.368,22.43404052,13.00688359,0.840745207,19.593905300000007,26.02342274,1.0007423422539288,940763.0,2.6902784087095943,0.1791873622606822,0.05474050281241336,0.5144617521559791,0.5995549250455875,1.3423338664349325
321764,STONEHAM PLC,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/01/2016,31/12/2016,2016,52,12,N,1,5709702.0,0.0,3786189.0,1923513.0,2357366.0,47962.0,149178.0,9677.0,38285.0,-10590.0,27695.0,0.0,27695.0,950158,0.0,950158.0,1976659.0,686702.0,685454.0,469606.0,134897.0,276206.0,0.0,2926817.0,965195.0,253396.0,35757,64961.0,611081.0,150799.0,404003.0,439760,1369198.0,1557619,1011464.0,100000.0,1557619,1362619.0,0.0,1557619.0,430708.0,393236,-117030.0,0.0,1961622,74.0,1,0.670525362,2.047937463,5.644987859,28.23283486,53.21887224,16.19866326,43.89830327,1976658.29,1.951701194,1.308076316,0.61966052,12.00507487,2.457918143,0.8790326774390913,197140.0,3.2641090358192795,0.414701978292459,0.013247497195759078,0.2222762817080808,0.6825684816951236,1.9313147969278568
325017,GEORGE WOOD & SONS (ENFIELD) LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/04/2015,31/03/2016,2016,52,12,N,1,5011486.0,0.0,1909407.0,3102079.0,2114660.0,210364.0,104281.0,4429.0,207461.0,-38667.0,168794.0,172000.0,-3206.0,484253,0.0,484253.0,1142254.0,627666.0,258449.0,241139.0,15000.0,0.0,0.0,1626507.0,820800.0,248568.0,236884,48244.0,287104.0,0.0,21858.0,258742,842658.0,783849,321454.0,2500.0,783849,781349.0,0.0,783849.0,0.0,0,0.0,0.0,805707,60.0,1,4.139710258,1.39163499,15.59005643,33.00916375,48.19216886,18.10387578,45.71460242,1142253.685,25.74893851,12.75500198,1.047140457,5.157133034,26.46695984,1.0750259297390186,314645.0,4.481230024710866,0.2371614754808925,-0.0027595331590949197,0.6383793614168276,0.5581260724991634,3.050322648473077
331922,REX BOUSFIELD LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/04/2015,31/03/2016,2016,52,12,Y,1,14789796.0,0.0,11786065.0,3003731.0,2016580.0,188793.0,237241.0,41602.0,148941.0,-75375.0,73566.0,45492.0,28074.0,1185757,0.0,1185757.0,4623378.0,2458370.0,1718344.0,379417.0,67247.0,428806.0,0.0,5809135.0,2339055.0,1134128.0,405725,3578.0,795624.0,0.0,199074.0,604799,2538129.0,3271006,2284323.0,116638.0,3271006,2409444.0,581562.0,3271006.0,690511.0,603158,-174352.0,0.0,3470080,50.0,1,1.00705243,1.976600807,6.474476683,18.489694,56.30797012,27.98934617,60.67054948,4623377.265,4.292148884,2.563910117,0.7150873459999999,11.61844288,4.55336982,0.7759475219550194,426034.0,4.014402219571977,0.4718753480509577,0.006765826581754426,0.2420174776451227,0.7732481682373118,2.52049539905683
