REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
107182,VINCENT TIMBER LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/10/2014,30/09/2015,2015,52,12,N,1,10687309.0,0.0,7496599.0,3190710.0,1708595.0,207992.0,50637.0,66876.0,141116.0,-55092.0,86024.0,0.0,86024.0,467500,0.0,467500.0,5810143.0,2112225.0,3333864.0,231498.0,132556.0,124439.0,0.0,6277643.0,4209688.0,1542769.0,1733717,189287.0,743915.0,133793.0,133793.0,1867510,4343481.0,1934162,1600455.0,870000.0,1934162,1064159.0,0.0,1934162.0,321875.0,55741,68698.0,0.0,2067955,52.0,1,1.320407223,1.380183757,6.677669162999999,96.5539598,30.81032164,52.68966070000001,72.13809622,5810142.208,6.823939592,2.247913747,2.1764919380000003,31.19460661,7.295976242,2.2456655647251886,258629.0,2.41367029968324,0.3059342495264544,0.019184525147415997,0.13595480023314482,0.2671813690447823,1.6854153557314424
132673,WOODLANDS HOME & GARDEN GROUP LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/12/2014,30/11/2015,2015,52,12,N,1,16469186.0,0.0,8227026.0,8242160.0,2447229.0,3406081.0,227000.0,81552.0,3337087.0,-689652.0,2647435.0,0.0,2647435.0,1175524,13633.0,1189157.0,7876711.0,1054558.0,1071532.0,5723064.0,27557.0,2418591.0,0.0,9065868.0,2164579.0,348106.0,0,100.0,1816373.0,0.0,118505.0,118505,2283084.0,6782784,5712132.0,1675.0,6769151,6560093.0,0.0,6782784.0,2615195.0,2418591,0.0,0.0,6901289,98.0,1,20.26261043,3.638911308,2.883194226,1.747143946,74.92938484,7.714934424,23.37174831,7876710.505,48.35454652,36.80934909,0.319128399,6.506283917,49.19937005,0.3372777472389078,3633081.0,6.0647637976157025,0.7560840726999334,0.4088311235063206,1.3224511210619876,1.7789492633648172,1.798448216982643
158479,ROYAL BRITISH LEGION INDUSTRIES LTD.,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2014,31/03/2015,2015,52,12,N,1,21285000.0,0.0,0.0,0.0,8998000.0,0.0,665000.0,0.0,3537000.0,0.0,3537000.0,0.0,3537000.0,18660000,0.0,18660000.0,9856000.0,1473000.0,270000.0,7332000.0,781000.0,5467000.0,0.0,28516000.0,6806000.0,1114000.0,0,3000000.0,2692000.0,0.0,2529000.0,2529000,9335000.0,19181000,3050000.0,0.0,19181000,10000000.0,0.0,19181000.0,-4000.0,4757000,710000.0,0.0,21710000,7.0,1,16.61733615,1.448133999,6.978688525,13.18492258,67.26399214,19.10312427,25.25933756,9855999.96,16.29203132,12.40356291,0.354830301,1.268498943,18.44012304,0.4866795266148793,665000.0,2.350758639113925,0.1283489970542853,0.17364988076869126,0.07695679618459812,1.2328441349758972,0.7389588301304529
201929,HOWARTH TIMBER & BUILDING SUPPLIES LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2014,31/03/2015,2015,52,12,N,1,71974000.0,0.0,0.0,0.0,10597000.0,2614000.0,0.0,13000.0,2714000.0,-653000.0,2061000.0,2000000.0,61000.0,2610000,0.0,2610000.0,22866000.0,8668000.0,8170000.0,4082000.0,1946000.0,0.0,0.0,25476000.0,15676000.0,9865000.0,0,4052000.0,1759000.0,229000.0,229000.0,229000,15905000.0,9571000,7190000.0,48000.0,9571000,9523000.0,0.0,9571000.0,0.0,0,0.0,4972000.0,9800000,384.0,1,3.770806124,1.458662924,10.01029207,2.392644447,37.5686921,50.02813516,43.9578181,22865999.48,27.69387755,10.65316376,1.6378643819999998,11.35132131,28.35649357,1.661790826454916,2614000.0,3.838598271926721,0.3386716910032972,0.0033521745956979114,0.33860103626943,0.3610562716127004,2.796917098445596
214769,BAMPTON PACKAGING LIMITED,16240,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,R,01/04/2014,31/03/2015,2015,52,12,N,1,4480169.0,0.0,3325297.0,1154872.0,1433332.0,-143498.0,38791.0,19846.0,-163344.0,17156.0,-146188.0,0.0,-146188.0,234864,35094.0,269958.0,3044030.0,900284.0,383906.0,635.0,1759205.0,0.0,0.0,3313988.0,1716628.0,710624.0,11725,735610.0,258669.0,0.0,110000.0,121725,1826628.0,1487360,1327402.0,36001.0,1452266,1427358.0,0.0,1487360.0,0.0,0,0.0,0.0,1597360,64.0,1,-3.645933892,1.773261301,3.375141065,8.183963533,45.36163719,57.89463746,73.34626439,3044029.776,-10.22587269,-4.928925512,1.154144256,8.569007107000001,-10.98214286,1.257777845105511,-104707.0,2.130041205104406,0.4806542449761435,-0.0617573751021428,-0.10426504260124056,0.4770317765850518,1.3383776012465949
254946,LBS BUILDERS MERCHANTS LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,41936000.0,0.0,28560000.0,13376000.0,5249000.0,1206000.0,212000.0,22000.0,1190000.0,-266000.0,924000.0,0.0,924000.0,1228000,202000.0,1430000.0,10690000.0,4315000.0,3821000.0,1777000.0,777000.0,0.0,0.0,12120000.0,5447000.0,3332000.0,67000,613000.0,1435000.0,0.0,43000.0,110000,5490000.0,6630000,5243000.0,2000.0,6428000,6627000.0,0.0,6630000.0,0.0,0,0.0,0.0,6673000,253.0,1,2.8376573830000003,1.962548192,7.998474156,1.659125189,55.63013929,29.00085845,37.55663392,10689999.3,17.83305859,9.818481848,0.821568627,9.111503243,17.94871795,0.8540759178593653,1418000.0,5.139909700806146,0.5191089108910891,0.10673267326732673,0.38608910891089104,0.7025136612021857,3.4254653465346534
269521,WATFORD TIMBER COMPANY LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/02/2014,31/01/2015,2015,52,12,N,1,10232951.0,0.0,0.0,0.0,2266714.0,246573.0,0.0,1178.0,247601.0,-54185.0,193416.0,0.0,193416.0,0,0.0,0.0,2966004.0,1239459.0,1114684.0,536066.0,75795.0,316020.0,0.0,2966004.0,2354439.0,886348.0,0,985490.0,482601.0,0.0,0.0,0,2354439.0,611565,611565.0,13293.0,611565,590704.0,0.0,611565.0,235143.0,236171,79849.0,0.0,611565,62.0,1,2.419644148,1.259749775,16.7324013,0.0,20.61915628,31.61522224,44.21036854,2966003.527,40.48645688,8.347965815,3.849858968,10.89308451,40.48645688,3.849858968384391,246573.0,4.18449338322221,0.2474298753474372,0.09129535900828184,0.27433911080362666,0.15584986487226896,3.4155791731905962
305654,MERRITT & FRYERS LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/10/2014,30/09/2015,2015,52,12,N,1,8494339.0,0.0,6783421.0,1710918.0,1271309.0,691776.0,92720.0,53658.0,638118.0,-141638.0,496480.0,370525.0,125955.0,2582388,0.0,2582388.0,3118900.0,999946.0,1519995.0,569862.0,29097.0,318660.0,0.0,5701288.0,2451740.0,634644.0,0,14057.0,1803039.0,50370.0,469370.0,469370,2921110.0,2780178,667160.0,500.0,2780178,1108220.0,1631458.0,2780178.0,972983.0,254233,64427.0,0.0,3249548,55.0,1,7.512273763,1.272116946,12.73208676,16.88273197,48.76403367,27.27052217,42.96747398,3118899.38,19.63713107,11.19252351,0.881864399,17.89421166,22.95241528,1.0506917183000513,784496.0,2.6714832607715686,0.14042300616983389,0.030929326846845837,0.4540792887501912,0.5710523739263499,1.4749992650783472
321764,STONEHAM PLC,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,5546385.0,0.0,3841928.0,1704457.0,2241681.0,-94836.0,147522.0,10913.0,-105300.0,179407.0,74107.0,0.0,74107.0,949739,0.0,949739.0,1836696.0,715290.0,698918.0,193400.0,229088.0,-17298.0,0.0,2786435.0,858382.0,211043.0,34705,118643.0,493991.0,116400.0,398129.0,432834,1256511.0,1529924,978314.0,100000.0,1529924,1334924.0,0.0,1529924.0,-61938.0,70991,-88289.0,0.0,1928053,71.0,1,-1.89853391,2.13971868,5.669330092,28.29120924,54.90614351,13.88845077,47.07225517,1836695.186,-5.461468124,-3.779022299,0.561061857,12.60132501,-6.882694827000001,0.8212898157032636,52686.0,3.222097215974697,0.4213185665554732,0.037233884874400436,0.062396503058567664,0.7305581885077008,1.970590072978555
325017,GEORGE WOOD & SONS (ENFIELD) LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2014,31/03/2015,2015,52,12,N,1,4938588.0,0.0,1960581.0,2978007.0,1907070.0,197834.0,102758.0,6474.0,191941.0,-43282.0,148659.0,104000.0,44659.0,565133,0.0,565133.0,1034390.0,490129.0,219266.0,309995.0,15000.0,0.0,0.0,1599523.0,732343.0,258673.0,190499,45821.0,237350.0,48720.0,80125.0,270624,812468.0,787055,302047.0,2500.0,787055,784555.0,0.0,787055.0,0.0,0,0.0,0.0,867180,57.0,1,3.886556238,1.412439253,16.3503958,34.38438229,49.20560692,19.11794323,36.22433882,1034389.701,22.13392837,11.99988997,0.930485163,4.439852039,24.38724104,1.0322887218809358,300592.0,4.5237422984444455,0.2266028059615273,0.03908827819293627,0.6201558839729093,0.5812327377816726,3.056662592535399
331922,REX BOUSFIELD LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2014,31/03/2015,2015,52,12,Y,1,15697610.0,2062863.0,12110031.0,3587579.0,2396660.0,146123.0,266245.0,56461.0,294856.0,14794.0,309650.0,33767.0,275883.0,1389924,0.0,1389924.0,4919610.0,2923888.0,1798593.0,1049.0,196080.0,1119563.0,0.0,6309534.0,2854674.0,1422454.0,456163,20180.0,955877.0,3578.0,57756.0,513919,2912430.0,3397104,2064936.0,122500.0,3397104,2535542.0,581562.0,3397104.0,461803.0,1183778,-64215.0,0.0,3454860,62.0,1,1.878349634,1.723352649,7.60198379,15.12815033,53.84080663,33.074825399999995,67.9860896,4919609.37,8.534528172,4.673181886,0.84032576,11.45775057,8.679628295,0.8573272999590239,412368.0,3.8325066970216177,0.39272681627517975,0.0612146950947566,0.21567589619138272,0.6998494041058497,2.463039885354449
362118,LINNELL BROTHERS LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,8068471.0,0.0,5259798.0,2808673.0,0.0,1419991.0,323010.0,32359.0,1389202.0,-276992.0,1112210.0,1742000.0,-629790.0,4284421,0.0,4284421.0,4231144.0,1113147.0,2132142.0,759007.0,226848.0,0.0,0.0,8515565.0,2257904.0,1713337.0,222634,0.0,321933.0,0.0,1302888.0,1525522,3560792.0,4954773,1973240.0,3900.0,4954773,4948773.0,0.0,4954773.0,0.0,0,0.0,0.0,6257661,34.0,1,17.21766119,1.873925552,4.088945592,30.78893826,58.18490024,77.50762257,50.35633827,4231143.056,22.2000201,16.31367971,0.455702814,26.42560158,28.03765178,0.718658957736308,1743001.0,2.62289322007766,0.2780658711430187,-0.10354051668914513,0.675457623774817,0.8348883619149897,0.9380218799339796
365289,PALMER TIMBER LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/10/2014,30/09/2015,2015,52,12,N,1,24771922.0,0.0,20551200.0,4220722.0,3321991.0,803894.0,309632.0,506080.0,625814.0,-140021.0,485793.0,756050.0,-270257.0,4232358,0.0,4232358.0,9968760.0,4536945.0,4191270.0,464.0,1240081.0,0.0,0.0,14201118.0,10490635.0,3287953.0,6218876,212058.0,771748.0,206375.0,730796.0,6949672,11221431.0,2979687,-521875.0,101552.0,2979687,1162314.0,0.0,2979687.0,0.0,0,0.0,140000.0,3710483,93.0,1,2.526303772,0.95025325,-47.46715593,233.2349673,20.9820593,48.44609332,66.84927092,9968759.6,16.86610611,4.406793888,3.520717109,16.91943806,21.00267578,3.76597642638304,1113526.0,2.07425699728018,-0.04409864068448696,-0.02664295867409876,0.2587567964719397,0.1593212309553033,1.7269205692115226
382248,MERCIA GARDEN PRODUCTS LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,21053328.0,0.0,14129805.0,6923523.0,4942050.0,1050914.0,194343.0,7292.0,1043624.0,-309060.0,734564.0,800000.0,-65436.0,3721601,0.0,3721601.0,4710665.0,1162545.0,3062432.0,200751.0,284937.0,0.0,0.0,8432266.0,4725277.0,2145754.0,0,454643.0,2124880.0,130833.0,137502.0,137502,4862779.0,3569487,-14612.0,37500.0,3569487,1294050.0,2218860.0,3569487.0,0.0,0,0.0,0.0,3706989,171.0,1,4.957050021000001,0.996907695,-1440.824528,3.852150183,42.33129031,37.20077937,20.15495721,4710664.352,28.15287555,12.37655453,1.323797229,14.54607082,29.2373666,1.3623187309548963,1245257.0,3.3866084818889157,-0.002079441042301085,-0.01086426827616681,0.4873361561411843,0.4404255673556211,2.4717904677105778
396804,DAVID COVER AND SON LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,70213280.0,0.0,45259650.0,24953630.0,11827479.0,4588619.0,820044.0,497886.0,4495714.0,-925339.0,3570375.0,1000000.0,2570375.0,23734735,37389.0,23772124.0,17851286.0,6933405.0,8624775.0,786760.0,1506346.0,0.0,0.0,41623410.0,8932759.0,4852688.0,0,1547829.0,2532242.0,48189.0,4378522.0,4378522,13311281.0,28312129,8918527.0,3543750.0,28274740,24707783.0,0.0,28312129.0,0.0,0,0.0,0.0,32690651,410.0,1,6.402939729,1.998406763,7.872744008,15.46518102,68.08087987,25.22644035,36.04293696,17851285.03,13.75229267,10.80092669,0.315509971,12.28368052,15.87910962,0.470783497920759,5408663.0,3.716858588658398,0.2571205098284835,0.08645435345157929,0.4288112843229327,1.2744711797459614,1.670001261309441
397092,H.G.TIMBER LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/09/2014,31/08/2015,2015,52,12,N,1,6702730.0,20879.0,5037215.0,1665515.0,703335.0,518293.0,242713.0,11780.0,506962.0,-107760.0,399202.0,218841.0,180361.0,4226693,0.0,4226693.0,2471618.0,1280602.0,360379.0,756455.0,74182.0,-79648.0,0.0,6698311.0,893984.0,455740.0,120000,0.0,318244.0,0.0,267843.0,387843,1161827.0,5536484,1577634.0,5025.0,5536484,5526484.0,0.0,5536484.0,836266.0,37146,-116794.0,0.0,5804327,37.0,1,7.563515165,2.764722859,4.248596316,7.005222087000001,82.654926,24.81751465,69.7357241,2471617.597,8.734208117,7.568504956,0.161471432,5.376600281,9.156750023999999,0.20984924728401635,761006.0,4.545096311335657,0.28263256214887605,0.037696876122950994,0.3749183637487121,2.8591953879536276,0.9906531213614894
399324,DAGLESS LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,12620754.0,0.0,8855015.0,3765739.0,2952965.0,143244.0,128658.0,57990.0,86285.0,-40361.0,45924.0,0.0,45924.0,4252909,0.0,4252909.0,5181551.0,838992.0,3204935.0,394243.0,743381.0,0.0,0.0,9434460.0,3651832.0,1313283.0,654026,1272978.0,411545.0,9235.0,780942.0,1434968,4432774.0,5001686,1529719.0,1082118.0,5001686,3767258.0,152310.0,5001686.0,0.0,0,0.0,340000.0,5782628,179.0,1,0.6836754759999999,1.418890847,8.250374088,28.68968584,53.01507452,37.98095542,24.26416678,5181550.122,1.492141635,0.914572747,0.730120203,25.39416425,1.72511829,0.8862559544921452,271902.0,2.2978484315088283,0.19456999128725969,0.006814762053154075,0.09510630179151748,0.6770053244311576,1.3243520519457397
410867,NICKLIN TRANSIT PACKAGING LIMITED,16240,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/06/2014,30/11/2015,2015,78,18,N,1,11550544.0,0.0,8326074.0,3224470.0,2586405.0,592734.0,234929.0,81343.0,511391.0,-102019.0,409372.0,404372.0,5000.0,2202603,0.0,2202603.0,3986265.0,1821569.0,455094.0,78091.0,1631511.0,-184958.0,0.0,6188868.0,3443311.0,1367597.0,244396,50478.0,1780840.0,38683.0,1117013.0,1361409,4560324.0,1628544,542954.0,4010.0,1628544,1420661.0,185669.0,1628544.0,637799.0,-273484,88526.0,0.0,2745557,80.0,1,4.427419176,1.157683695,21.27352225,83.59669742,26.31408523,43.21639786,57.56202349,3986264.868,18.62612942,8.263078158999999,2.114349382,3.940022219,31.40173063,2.8002461094081585,827663.0,2.609676067337705,0.10527689393278383,0.0011310630635521714,0.4413226942309966,0.2142668810374,1.847678535072973
414489,WERNICK BUILDINGS LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,21676837.0,0.0,18957283.0,2719554.0,2869865.0,1112838.0,128499.0,4871.0,1023967.0,-208998.0,814969.0,0.0,814969.0,719976,0.0,719976.0,10969196.0,1429208.0,3278119.0,466881.0,5794988.0,0.0,0.0,11689172.0,2596807.0,1580591.0,0,90123.0,926093.0,96250.0,2295046.0,2295046,4891853.0,6797319,8372389.0,61245.0,6797319,6167076.0,568998.0,6797319.0,0.0,0,0.0,22978692.0,9092365,165.0,1,4.723784193999999,4.224109069,2.589086221,33.76398842,58.15056019,26.61438636,24.06536157,10969194.74,11.26183342,8.759961783,0.382034005,15.12268141,15.06427755,0.7196738890730301,1241337.0,3.977158929171475,0.8595020074989058,0.09760799139579776,0.35044501868909106,0.8337109475693566,1.835892964018324
416607,ROWLINSON GARDEN PRODUCTS LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/05/2014,30/04/2015,2015,52,12,N,1,14186204.0,0.0,12067863.0,2118341.0,1724706.0,156990.0,79718.0,38306.0,118684.0,0.0,118684.0,0.0,118684.0,931701,0.0,931701.0,8777400.0,4816455.0,3737706.0,84365.0,138874.0,0.0,0.0,9709101.0,5829974.0,1656339.0,0,2942782.0,1230853.0,1500000.0,1500000.0,1500000,7329974.0,2379127,2947426.0,20000.0,2379127,2359127.0,0.0,2379127.0,0.0,0,0.0,0.0,3879127,67.0,1,0.83661563,1.505564176,4.81308233,63.04833664,24.50409157,42.61631477,123.9236426,8777399.359,3.059554379,1.222399479,2.450467756,26.34747111,4.988552524,3.0809511219871832,236708.0,2.1031140351495576,0.3642882281274033,0.017113592700292227,0.08045403997754272,0.19474505639447012,1.4465131179498492
450011,SANDIFORD SON & BANNISTER LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/10/2014,30/09/2015,2015,52,12,N,1,767781.0,0.0,548661.0,219120.0,0.0,-103261.0,41256.0,0.0,-98167.0,19845.0,-78322.0,0.0,-78322.0,1018803,0.0,1018803.0,686022.0,88288.0,57561.0,250206.0,289967.0,0.0,0.0,1704825.0,109802.0,52359.0,0,0.0,57443.0,0.0,38000.0,38000,147802.0,1557023,576220.0,3750.0,1557023,1553173.0,0.0,1557023.0,0.0,0,0.0,0.0,1595023,0.0,1,-12.78580741,6.247809694,1.332444205,2.440554828,91.33037115,24.89125805,41.97176018,686021.4758,-6.1545820970000005,-5.758186324,0.070520474,7.497059707999999,-6.304788047000001,0.0949260222874036,-62005.0,6.987818022397745,0.40559236285249217,-0.06431792119425747,-0.12002199639259163,6.320711492401997,0.4458540847301041
457573,PONTRILAS SAWMILLS LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/08/2014,31/07/2015,2015,52,12,N,1,36201743.0,0.0,28532212.0,7669531.0,7379620.0,2736642.0,1434452.0,155208.0,2581434.0,-535418.0,2046016.0,150000.0,1896016.0,13809615,614836.0,14424451.0,18985791.0,7319234.0,4103498.0,219216.0,7343843.0,0.0,0.0,33410242.0,17631537.0,5631275.0,7197133,2342120.0,2461009.0,436729.0,3064818.0,10261951,20696355.0,12713887,1354254.0,10000.0,12099051,12703887.0,0.0,12713887.0,0.0,0,0.0,0.0,15778705,254.0,1,7.130689812000001,1.076808619,26.73187083,80.71450533,38.76728039,56.7766965,73.79535317,18985790.77,16.36023996,7.726475013,1.38679359,11.33508406,20.30405021,1.7105767220916748,4171094.0,1.9635536467808428,0.048640916758400016,0.07944936166580296,0.4119877431597173,0.3507588945009882,1.0727167306959344
474897,M.H.SOUTHERN & COMPANY LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/06/2014,31/05/2015,2015,52,12,N,1,13139494.0,0.0,9151236.0,3988258.0,2265686.0,270987.0,223807.0,41806.0,229181.0,-26198.0,202983.0,113667.0,89316.0,977365,0.0,977365.0,6057044.0,2069621.0,2963016.0,68373.0,956034.0,57770.0,0.0,7034409.0,2599047.0,1249676.0,26454,70650.0,1252267.0,116975.0,410441.0,436895,3009488.0,4024921,3457997.0,100000.0,4024921,3704921.0,0.0,4024921.0,341940.0,17949,39821.0,0.0,4435362,98.0,1,1.7442148080000002,2.330486521,3.799741295,10.85474721,57.21761416,34.71455902,57.49168613,6057042.86,5.167131792,3.257999357,0.645738637,22.55045742,5.694049647000001,0.7477135576077145,494794.0,3.4914509156274587,0.5898997911551631,0.01777582167883613,0.23211903089513275,0.8024463297411386,1.849209942157188
486100,ETEX (EXTERIORS) UK LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,157800000.0,2400000.0,97500000.0,60300000.0,31900000.0,31200000.0,6600000.0,0.0,31400000.0,-6600000.0,24800000.0,0.0,24800000.0,44400000,21900000.0,66300000.0,116100000.0,9100000.0,18400000.0,4000000.0,84600000.0,0.0,0.0,182400000.0,39800000.0,16300000.0,2400000,1800000.0,19300000.0,0.0,4100000.0,6500000,43900000.0,138500000,76300000.0,72100000.0,116600000,66400000.0,0.0,138500000.0,0.0,0,0.0,200000.0,142600000,792.0,1,19.89860583,2.917085427,2.068152031,4.693140794,86.29283489,37.70278834,21.04879594,116099999.5,22.01963534,17.21491228,0.28736462100000004,11.66032953,22.67148014,0.3765008576329331,37800000.0,3.8263082713903214,0.5019736842105263,0.19035087719298247,0.6838815789473685,1.5936218678815488,0.8564802631578948
