REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
107182,VINCENT TIMBER LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/10/2016,30/09/2017,2017,52,12,N,1,11177816.0,0.0,8041691.0,3136125.0,1810878.0,113721.0,74246.0,78259.0,35462.0,19103.0,54565.0,0.0,54565.0,569013,0.0,569013.0,6907673.0,2126985.0,4397830.0,201378.0,181480.0,-417752.0,0.0,7476686.0,5238228.0,1462771.0,2481921,499538.0,793998.0,145616.0,145616.0,2627537,5383844.0,2092842,1669445.0,870000.0,2092842,1222839.0,0.0,2092842.0,-641262.0,-726499,308747.0,0.0,2238458,56.0,1,0.317253388,1.31870415,6.695528155,125.5487514,27.99157274,47.76527141,69.45449138,6907672.16,1.584215563,0.474301047,2.502925687,39.34426904,1.694442294,2.572503801051393,187967.0,2.0744330887713893,0.26794411320737554,0.010217227258172937,0.08296337441481426,0.23323580698103435,1.480072566909992
132673,WOODLANDS HOME & GARDEN GROUP LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/12/2016,30/11/2017,2017,52,12,N,1,18798076.0,0.0,9729105.0,9068971.0,2787310.0,3893546.0,193817.0,0.0,3952031.0,-764099.0,3187932.0,0.0,3187932.0,937928,2274.0,940202.0,15215502.0,1698237.0,1485912.0,11862869.0,168484.0,0.0,0.0,16155704.0,2544094.0,1112607.0,66728,100.0,1364659.0,0.0,94388.0,161116,2638482.0,13517222,12671408.0,1675.0,13514948,13294531.0,0.0,13517222.0,0.0,0,0.0,0.0,13611610,108.0,1,21.02359305,5.980715335,1.483503333,1.191931301,83.68019671,21.60335744,32.97446531,15215501.42,29.0342656,24.46214043,0.188211306,7.904596194,29.23700595,0.19522694426941192,4087363.0,6.277613162944242,0.9411963477419492,0.27625566796717743,0.8348938492559655,3.0733462650114727,1.1519210329676752
158479,ROYAL BRITISH LEGION INDUSTRIES LTD.,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2016,31/03/2017,2017,52,12,N,1,17245000.0,0.0,0.0,0.0,8458000.0,0.0,569000.0,0.0,543000.0,0.0,543000.0,0.0,543000.0,19989000,0.0,19989000.0,8170000.0,1314000.0,315000.0,5796000.0,745000.0,47000.0,0.0,28159000.0,3143000.0,900000.0,0,0.0,2243000.0,0.0,3856000.0,3856000,6999000.0,21160000,5027000.0,0.0,21160000,9676000.0,0.0,21160000.0,1093000.0,47000,0.0,0.0,25016000,371.0,1,3.148738765,2.599427299,3.430475433,18.22306238,75.14471395,19.04899971,27.81153958,8169999.9,2.1706108090000003,1.928335523,0.148534972,1.826616411,2.566162571,0.330765595463138,569000.0,2.7281695965140207,0.2142263574700806,0.02699669732589936,0.06668205547071984,1.813973424774968,0.6062910614723533
201929,HOWARTH TIMBER & BUILDING SUPPLIES LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2016,31/03/2017,2017,52,12,N,1,86835000.0,0.0,0.0,0.0,13125000.0,3643000.0,1497000.0,311000.0,3413000.0,-653000.0,2760000.0,0.0,2760000.0,9094000,959000.0,10053000.0,25716000.0,10190000.0,9954000.0,1124000.0,4448000.0,0.0,0.0,35769000.0,17756000.0,12690000.0,0,3550000.0,1516000.0,3314000.0,3314000.0,3314000,21070000.0,14699000,7960000.0,48000.0,13740000,14651000.0,0.0,14699000.0,0.0,0,0.0,4327000.0,18013000,448.0,1,3.930442794,1.448299166,10.9089196,22.54575141,42.22637173,53.34081879,42.83238326,25715999.44,18.94742686,9.54178199,1.207973332,11.46311971,23.21926662,1.5334788937409023,5140000.0,3.6439343185376223,0.26704688417344624,0.1080265033967961,0.4742095110291034,0.3912672045562411,2.4033842153820353
254946,LBS BUILDERS MERCHANTS LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2017,31/12/2017,2017,52,12,N,1,53191000.0,0.0,34819000.0,18372000.0,7841000.0,2743000.0,154000.0,15000.0,2732000.0,-624000.0,2108000.0,0.0,2108000.0,1307000,40000.0,1347000.0,16836000.0,5710000.0,5937000.0,4541000.0,648000.0,0.0,0.0,18183000.0,7796000.0,5289000.0,0,515000.0,1992000.0,0.0,34000.0,34000,7830000.0,10353000,9040000.0,2000.0,10313000,10350000.0,0.0,10353000.0,0.0,0,0.0,0.0,10387000,320.0,1,5.136207253,2.15956901,5.8839601770000005,0.328407225,57.06333021,36.2934519,39.18238048,16835999.24,26.3021084,15.02502337,0.753018449,11.16166269,26.38848643,0.7592359158343838,2897000.0,4.971007901153092,0.5966012209206402,0.16230545014574052,0.5257713248638839,0.7902681992337165,2.8960617059891107
269521,WATFORD TIMBER COMPANY LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,02/02/2016,31/01/2017,2017,52,12,N,1,10905517.0,0.0,8418719.0,2486798.0,2423798.0,337909.0,0.0,0.0,340017.0,-69388.0,270629.0,45000.0,225629.0,0,0.0,0.0,3195212.0,1398230.0,1179077.0,532487.0,85418.0,320723.0,0.0,3195212.0,2233784.0,857618.0,0,848549.0,527617.0,0.0,0.0,0,2233784.0,961428,961428.0,14093.0,961428,939767.0,0.0,961428.0,332999.0,290107,30616.0,0.0,961428,68.0,1,3.117843932,1.430403298,11.34304077,0.0,30.08964663,28.70387254,46.79777676,3195211.472,35.36583083,10.64145352,2.323402272,10.81174785,35.36583083,2.3234022724530594,337909.0,4.446119255634278,0.3610757596053094,0.09886060768424756,0.3489908337850509,0.2582419786335653,3.3789500759261046
305654,MERRITT & FRYERS LIMITED,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/10/2016,30/09/2017,2017,52,12,N,1,8602964.0,0.0,6553257.0,2049707.0,1274655.0,1203283.0,92277.0,50448.0,1152835.0,-236219.0,916616.0,518430.0,398186.0,2588645,0.0,2588645.0,3838632.0,823727.0,1692702.0,1300267.0,21936.0,452097.0,0.0,6427277.0,2558893.0,547865.0,0,23503.0,1987525.0,23069.0,454069.0,454069,3012962.0,3414315,1279739.0,500.0,3414315,1742357.0,1631458.0,3414315.0,1277977.0,475071,-22974.0,0.0,3868384,56.0,1,13.40043966,1.5001143069999998,6.722436372000001,13.29897798,53.12226313,23.24439867,34.94846137,3838631.339,29.80146232,17.93660052,0.7494601409999999,19.67580011,33.76475223,0.8824499204086325,1295560.0,2.995902869397182,0.23893272376466734,0.08673352649963585,0.6651880726472501,0.6799252695520221,1.3251232769336063
321764,STONEHAM PLC,16230,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/01/2017,31/12/2017,2017,52,12,N,1,6077064.0,0.0,4077300.0,1999764.0,2478519.0,44487.0,150048.0,8887.0,35600.0,56042.0,91642.0,15000.0,76642.0,805486,0.0,805486.0,1926128.0,805673.0,697726.0,178034.0,244695.0,-291572.0,0.0,2731614.0,770619.0,188043.0,36297,55933.0,490346.0,123961.0,326734.0,363031,1097353.0,1634261,1155509.0,100000.0,1634261,1439261.0,0.0,1634261.0,-185768.0,-192670,-98902.0,0.0,1960995,75.0,1,0.5858091999999999,2.499455632,5.259209578,22.21377124,59.82766965,11.29421954,48.3902498,1926127.095,1.815404935,1.303258806,0.471539736,11.48130084,2.17835462,0.6714674094284817,194535.0,3.8779432366236226,0.5076159369515605,0.03928036684538884,0.23501325589925956,0.8935653340356293,2.2024683428917853
325017,GEORGE WOOD & SONS (ENFIELD) LIMITED,16100,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2016,31/03/2017,2017,52,12,N,1,4841143.0,0.0,1917690.0,2923453.0,2235494.0,-113134.0,96512.0,0.0,-110820.0,58247.0,-52573.0,0.0,-52573.0,664352,0.0,664352.0,942135.0,535818.0,269272.0,64586.0,72459.0,0.0,0.0,1606487.0,817228.0,257285.0,212692,47148.0,300103.0,45622.0,57983.0,270675,875211.0,731276,124907.0,2500.0,731276,728776.0,0.0,731276.0,0.0,0,0.0,0.0,789259,64.0,1,-2.289128828,1.152842291,38.75797994,37.01406856,45.52019406,19.39811012,40.39822207,942134.6705,-14.04101822,-6.898281779,1.117537017,5.5621575320000005,-15.15433297,1.1968271897341085,-16622.0,3.498028980546698,0.09330196883012436,-0.04581562129043061,-0.034144440633506516,0.5013255089344171,2.9833615647060947
331922,REX BOUSFIELD LIMITED,16290,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",23,L,N/A,01/04/2016,31/03/2017,2017,52,12,N,1,1411532.0,0.0,1121913.0,289619.0,0.0,-256682.0,96249.0,9336.0,-201911.0,3992.0,-197919.0,0.0,-197919.0,1059629,0.0,1059629.0,758075.0,134297.0,57801.0,71013.0,494964.0,0.0,0.0,1817704.0,668103.0,138034.0,79839,0.0,450230.0,0.0,137561.0,217400,805664.0,1012040,89972.0,116638.0,1012040,150478.0,581562.0,1012040.0,0.0,0,0.0,0.0,1149601,20.0,1,-14.30438701,1.134667858,15.68856978,21.48136437,55.67683187,35.69342388,34.72709439,758074.9135,-17.56357206,-11.10802419,0.660154737,4.094912478,-19.95089127,0.7960792063554799,-160433.0,1.1381720574328351,0.05939712956564985,-0.15243769062509627,-0.29126243876890845,0.7536938475592803,0.7687812097019097
